L 08/13/2021 - 00:02:32: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 00:02:32: [optional/l4d2lib.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 00:02:32: [confoglcompmod.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 23:37:03: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 1: time: 0.92 / -1.00 -- class: jockey (with shove? 1)
L 08/13/2021 - 23:37:18: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 5 from 4: time: 1.64 / 1.65 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:37:42: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 6: time: 2.61 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:38:43: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 1: time: 1.17 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:38:44: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 4: time: -1.00 / 1.02 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:38:45: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 3 from 2: time: 0.95 / -1.00 -- class: jockey (with shove? 1)
L 08/13/2021 - 23:39:17: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 7 from 2: time: 1.92 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:39:23: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 3 -- time: 463.85
L 08/13/2021 - 23:39:26: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 3 from 1: time: 1.22 / 2.23 -- class: charger (with shove? 0)
L 08/13/2021 - 23:39:27: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 3 - flags: 1 (alive? 1)
L 08/13/2021 - 23:41:17: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 6 from 8: time: -1.00 / 0.74 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:41:19: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 1 -- time: 579.70
L 08/13/2021 - 23:41:22: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 1 - flags: 1 (alive? 1)
L 08/13/2021 - 23:41:24: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 6 from 5: time: 5.26 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:41:28: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 1 from 8: time: 1.79 / 3.34 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:42:04: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 5: time: 1.43 / 624.71 -- class: charger (with shove? 0)
L 08/13/2021 - 23:42:33: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 7: time: -1.00 / 1.62 -- class: smoker (with shove? 1)
L 08/13/2021 - 23:43:03: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 8 - 2 -- time: 683.13
L 08/13/2021 - 23:43:06: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 8 - 2 - flags: 1 (alive? 1)
L 08/13/2021 - 23:43:09: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 6 from 7: time: 1.23 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:43:23: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 4 from 3: time: -1.00 / 12.76 -- class: smoker (with shove? 1)
L 08/13/2021 - 23:43:47: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 1 -- time: 727.44
L 08/13/2021 - 23:43:51: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 6 - flags: 0 (alive? 1)
L 08/13/2021 - 23:43:51: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 1 - flags: 1 (alive? 1)
L 08/13/2021 - 23:44:06: [optional/kether/l4d2_skill_detect.smx] Clear: 10 freed 1 from 7: time: 16.32 / 19.01 -- class: charger (with shove? 0)
L 08/13/2021 - 23:44:29: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 23:44:29: [fixes/firebulletsfix.smx] Found offset for Weapon_ShootPosition 286
L 08/13/2021 - 23:44:31: [navmesh.smx] Found .NAV file in maps\c1m1_hotel.nav
L 08/13/2021 - 23:44:31: [navmesh.smx] Is mesh analyzed: 1
L 08/13/2021 - 23:44:31: [navmesh.smx] Nav version: 16; SubVersion: 14 (v10+); BSPSize: 32807960; MagicNumber: -17958194
L 08/13/2021 - 23:44:31: [navmesh.smx] Place count: 0
L 08/13/2021 - 23:44:31: [navmesh.smx] Has unnamed areas: true
L 08/13/2021 - 23:44:31: [navmesh.smx] Population type: c1streets
L 08/13/2021 - 23:44:31: [navmesh.smx] Area count: 1582
L 08/13/2021 - 23:44:31: [navmesh.smx] Parsed 1582 areas in 0.019890 seconds.
L 08/13/2021 - 23:44:31: [navmesh.smx] Ladder count: 0
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 23:44:31: [fixes/firebulletsfix.smx] Found offset for Weapon_ShootPosition 286
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:44:35: -------- Mapchange to c1m1_hotel --------
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 23:44:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 23:49:36: -------- Mapchange to c4m1_milltown_a --------
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
